FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,AUT,Austria,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,43.096,43.647,45.051,45.647,48.112,48.714,48.266,48.253,48.819,48.998,48.991,48.861,50.127,50.232,50.059,50.866,51.541,52.379,52.872,53.539,53.648,53.942,54.446,54.711,54.763,54.827,55.349,55.352,55.426,55.514,55.224,55.35,55.688,55.812
A,Annual,AZE,Azerbaijan,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,66.407,66.523,68.152,70.265,72.454,73.967,74.097,73.87,73.325,73.0,72.205,70.283,68.823,66.626,64.222,62.978,61.162,56.405,56.428,58.092,59.793,59.434,59.237,59.364,60.244,61.096,62.043,62.213,62.63,62.427,64.382,59.679,61.473,60.952
A,Annual,BDI,Burundi,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,90.451,89.953,89.435,88.762,88.078,87.479,86.708,85.85,84.972,84.182,83.348,82.48,81.561,80.577,79.526,78.357,77.057,77.675,78.219,78.77,79.267,79.631,79.95,80.235,80.46,80.816,81.064,81.163,81.15,80.96,78.558,80.47,80.352,80.138
A,Annual,BEL,Belgium,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,36.46,37.914,38.759,39.461,40.04,40.424,40.526,40.971,41.54,43.147,43.616,41.788,42.506,42.881,44.311,45.687,45.818,46.589,46.928,46.98,47.774,47.103,47.155,47.805,48.125,48.045,47.81,47.974,48.77,49.097,48.66,49.367,50.029,49.831
A,Annual,BEN,Benin,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,57.112,57.096,57.082,57.803,58.548,59.322,60.109,60.913,61.741,62.594,63.474,64.381,65.319,65.78,66.244,66.715,67.187,67.66,68.136,68.616,69.1,69.588,70.202,70.81,71.412,72.007,72.597,73.179,73.755,74.325,73.677,74.791,74.264,74.183
A,Annual,BFA,Burkina Faso,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,79.377,79.367,78.36,77.317,76.239,75.126,73.979,72.799,71.576,70.311,69.012,67.677,66.308,64.907,63.478,62.022,60.545,60.107,59.695,59.305,58.935,58.586,58.258,57.954,57.676,55.634,53.596,51.563,49.536,47.517,45.033,43.385,41.315,41.294
A,Annual,BGD,Bangladesh,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,24.075,24.439,24.859,25.321,25.824,26.364,26.923,27.442,27.887,28.277,28.615,28.832,28.944,29.028,29.104,29.184,29.242,30.797,32.398,34.041,35.723,35.02,34.316,33.616,33.571,33.531,33.497,36.676,38.079,39.376,40.407,42.34,43.687,43.712
A,Annual,BGR,Bulgaria,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,49.402,49.264,49.162,48.374,47.708,47.074,46.466,45.886,45.298,44.837,44.321,46.664,46.198,44.865,45.711,44.646,46.742,48.069,48.92,48.062,47.819,47.201,47.958,48.534,48.388,48.725,47.437,49.604,49.175,50.223,49.307,49.026,50.649,51.043
A,Annual,BHR,Bahrain,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,29.278,29.122,29.831,30.469,31.096,31.728,32.386,33.087,33.839,34.632,35.474,36.273,36.91,37.536,38.199,38.917,39.711,40.59,41.556,42.602,43.59,42.579,42.806,42.952,43.095,43.369,43.548,43.492,43.306,42.821,41.511,41.58,42.684,43.096
A,Annual,BHS,"Bahamas, The",WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,64.326,64.788,65.238,65.668,66.07,66.344,66.606,66.589,66.896,67.406,67.625,67.708,67.803,67.528,67.452,67.597,67.661,67.623,67.235,66.664,66.626,66.533,66.679,66.317,66.391,66.407,66.291,66.502,66.774,66.721,62.759,64.517,66.321,66.733
A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,43.007,42.839,42.342,41.552,40.802,40.345,40.357,40.449,40.467,40.509,40.593,40.665,40.704,40.699,40.678,40.638,40.659,40.673,40.701,40.457,40.317,40.153,39.867,39.686,39.449,39.357,39.218,39.077,38.916,38.683,38.161,38.411,38.537,39.533
A,Annual,BLR,Belarus,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,53.199,52.978,52.827,52.673,52.674,52.76,52.585,52.364,52.444,52.723,53.471,54.119,54.575,54.928,55.173,55.409,55.711,56.04,56.47,56.943,57.387,57.81,58.139,58.378,58.541,58.644,58.727,58.566,58.055,58.25,57.856,57.995,57.862,57.385
A,Annual,BLZ,Belize,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,32.253,33.053,33.95,34.361,34.28,35.616,36.967,38.34,39.252,39.297,39.808,40.317,40.829,41.346,41.864,42.385,42.908,43.433,43.959,44.486,44.998,45.496,45.998,46.501,47.392,48.253,49.101,48.678,52.925,57.097,51.374,48.357,48.772,49.182
A,Annual,BOL,Bolivia,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,55.836,56.35,56.413,56.937,57.596,58.235,58.812,59.45,59.291,59.134,58.98,58.829,58.69,58.561,58.432,58.305,58.177,58.05,57.924,57.797,57.671,57.545,57.419,57.294,57.169,57.044,56.919,59.112,63.559,66.243,65.591,71.058,71.714,71.909
A,Annual,BRA,Brazil,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,44.417,44.487,45.604,46.718,47.821,48.916,47.676,48.677,49.48,50.801,51.851,52.957,54.57,54.776,55.643,56.859,56.546,56.286,56.039,56.566,55.049,53.517,52.873,52.826,52.714,53.323,53.522,54.353,54.581,55.306,50.338,52.482,53.864,53.205
A,Annual,BRB,Barbados,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,60.938,60.931,60.871,61.48,62.085,63.353,63.609,63.033,63.249,63.418,63.612,63.804,63.93,64.051,64.711,64.689,64.675,64.677,64.646,64.545,64.422,64.298,62.881,63.997,63.225,61.731,62.528,62.501,61.61,61.569,60.484,60.679,59.68,60.124
A,Annual,BRN,Brunei Darussalam,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,46.928,46.434,47.474,48.497,49.487,50.431,51.337,52.222,53.105,53.986,54.851,55.678,55.83,55.963,56.076,56.173,56.256,56.329,56.426,56.589,56.829,57.074,57.224,57.304,57.355,57.383,57.411,57.459,57.721,55.057,54.556,54.791,53.701,53.527
A,Annual,BTN,Bhutan,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,54.718,54.895,55.142,55.466,55.829,56.257,56.742,57.278,57.879,58.528,59.246,60.06,60.94,61.866,62.834,63.673,64.268,64.769,65.235,65.615,63.319,62.328,63.073,58.19,53.93,54.976,54.893,54.815,54.743,60.631,63.002,64.902,52.511,56.619
A,Annual,BWA,Botswana,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,49.051,49.015,49.045,49.109,49.14,49.124,49.11,49.061,49.101,49.262,49.511,50.088,50.663,51.259,51.905,52.584,53.282,54.17,55.074,55.989,53.337,54.162,54.887,55.432,55.889,56.288,56.68,57.102,57.556,58.044,56.508,58.943,59.931,63.426
A,Annual,CAF,Central African Republic,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,65.968,65.902,65.857,65.83,65.817,65.801,65.791,65.795,65.808,65.828,65.853,65.867,65.889,65.917,65.93,65.942,65.932,65.909,65.894,65.964,66.037,65.987,65.902,65.817,65.736,65.695,65.695,65.703,65.711,65.753,65.166,65.247,65.815,65.845
A,Annual,CAN,Canada,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,57.884,57.826,57.202,57.009,56.856,56.808,56.769,57.086,57.674,58.201,58.669,58.978,60.159,61.174,61.293,60.992,61.268,61.769,61.9,61.889,61.867,61.643,61.73,61.816,61.204,60.969,60.879,61.072,60.965,61.253,59.379,60.635,61.049,61.134
A,Annual,CEB,Central Electricity Board (CEB),WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,50.2105707646426,50.03204626014918,49.79283842177328,49.39171376122264,49.01943228009981,48.51743080338933,48.20295156862483,47.84605505236834,47.69181178329124,47.60820822371104,47.80730388063704,48.01787710250236,47.49610882043055,47.28702527929756,47.05072400818946,47.02225407096929,46.79362808420097,46.7284213212132,47.03695224549809,46.47806257424516,47.4247938625771,47.35621716844718,47.71778650749816,47.87739213897257,48.34342063865407,48.6077149559409,48.62943700466924,49.14969161190916,49.23119821353217,49.16959360465516,48.84664072492598,49.70942053447057,50.45501193199827,50.72742512245188
A,Annual,CHE,Switzerland,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,52.107,51.823,52.186,52.819,51.951,52.01,56.867,56.924,58.014,58.124,57.595,58.796,59.357,59.498,59.132,59.35,59.754,59.956,61.329,61.646,60.021,60.613,60.903,61.211,61.988,62.36,62.935,62.705,63.007,63.079,62.636,62.33,61.495,62.294
A,Annual,CHI,Channel Islands,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,46.039,46.097,46.393,46.171,46.156,46.588,47.396,47.907,48.286,49.279,49.882,50.149,50.777,51.12,51.229,51.689,51.866,52.144,52.253,52.411,52.489,51.078,51.264,51.212,51.289,51.323,51.593,51.814,51.852,51.95,51.163,51.667,51.525,50.687
A,Annual,CHL,Chile,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,30.877,31.786,33.144,34.037,34.74,35.876,36.756,37.492,37.854,38.096,37.7,36.726,36.448,37.8,39.211,40.131,41.288,42.235,44.182,44.615,46.711,48.807,49.05,49.496,50.159,50.189,50.62,51.74,52.416,52.651,45.442,46.579,50.026,51.963
A,Annual,CHN,China,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,73.09,72.595,72.095,71.589,71.079,70.564,70.043,69.518,68.988,68.453,67.913,67.502,67.088,66.67,66.25,65.826,65.4,64.972,64.541,64.108,63.672,63.654,63.318,63.001,62.797,62.571,62.286,61.911,61.533,61.248,59.908,61.181,59.894,59.948
A,Annual,CIV,Cote d'Ivoire,WB_WDI_SL_TLF_CACT_FE_ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",F,Female,PT_W,Percentage of women,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,47.915,47.975,48.038,48.099,48.159,48.218,48.273,48.324,48.365,49.362,50.363,51.366,52.37,53.377,54.385,55.395,56.408,57.421,58.42,59.41,60.409,61.415,62.427,61.353,60.285,59.228,58.173,57.506,56.84,56.176,56.631,58.28,58.958,58.864
